"Date-Location","MinTemp","MaxTemp","Rainfall","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Temp9am","Temp3pm","RainToday","RainTomorrow","RainTomorrow"
"2009-03-21-NorfolkIsland",19.8,24.4,4.8,9,50,9,9,22,28,75,69,1013.8,1011.1,21.9,22.4,1,1,0
"2009-03-22-NorfolkIsland",20.5,22.4,0,8,56,9,9,28,30,74,74,1009.5,1007,21.2,21.3,0,1,0
"2009-03-23-NorfolkIsland",20.3,23.5,0,10,46,8,8,24,26,70,61,1011.6,1011.7,21.2,22.5,0,1,0
"2009-03-24-NorfolkIsland",18.2,22.6,0,9,50,9,9,17,19,63,63,1016.4,1015,21.5,22.1,0,0,1
"2009-03-25-NorfolkIsland",18.9,21.9,2.4,6,63,9,6,41,30,77,92,1018.4,1017.6,21.3,20.1,1,0,1
"2009-03-26-NorfolkIsland",18.5,23.7,40,6,59,9,9,31,28,78,70,1018.9,1016.7,21.6,23.1,1,1,0
"2009-03-27-NorfolkIsland",19.8,24.5,1,9,52,6,9,28,20,64,87,1016.2,1014,22.1,21.3,0,1,0
"2009-03-28-NorfolkIsland",20,25.1,0.4,9,56,9,9,30,33,82,77,1015.5,1014.6,22.1,23.6,0,0,1
"2009-03-29-NorfolkIsland",21,25,3,6,65,6,9,39,35,81,74,1017.5,1016,23,24.3,1,1,0
"2009-03-30-NorfolkIsland",21.7,24.4,0,9,61,6,6,33,37,81,76,1017.8,1015.2,23.1,23.7,0,1,0
"2009-03-31-NorfolkIsland",21.4,25.3,0.2,6,57,6,9,35,31,60,66,1017.2,1015.8,23.5,23.6,0,1,0
"2009-04-01-NorfolkIsland",20.5,25.6,0.6,6,54,9,9,24,30,75,70,1018.2,1017.6,22.4,23.7,0,0,1
"2009-04-02-NorfolkIsland",19.4,24.4,1.8,9,61,6,9,33,37,59,85,1021.8,1021.4,23.3,20.1,1,0,1
"2009-04-03-NorfolkIsland",18.5,24.8,2.2,7,67,6,6,35,37,65,53,1024.4,1022.4,22.3,23.4,1,1,0
"2009-04-04-NorfolkIsland",19.6,25.2,0,7,57,6,7,35,31,57,75,1022.8,1020.5,22.9,21,0,1,0
"2009-04-05-NorfolkIsland",19.2,24.8,0,6,46,7,9,24,28,57,55,1020.8,1018,22.9,23.1,0,1,0
"2009-04-06-NorfolkIsland",19.5,24.9,0,7,39,6,7,26,28,65,62,1019.1,1016.6,22.9,23.5,0,1,0
"2009-04-07-NorfolkIsland",18.4,24.5,0.4,5,28,5,8,13,6,68,63,1018.2,1016.3,22.3,22.4,0,1,0
"2009-04-08-NorfolkIsland",18,22.8,0.2,8,30,10,10,17,17,94,64,1016.7,1014.9,18.5,21.7,0,0,1
"2009-04-09-NorfolkIsland",16.3,22.2,2.4,13,31,10,10,15,20,77,63,1018.7,1018.2,19.5,20.5,1,1,0
"2009-04-10-NorfolkIsland",16.9,23.1,0,8,35,8,8,24,20,75,52,1024.4,1023.2,19.5,21.8,0,1,0
"2009-04-11-NorfolkIsland",18.5,23.1,0,8,41,8,9,22,22,52,49,1028.4,1026.3,20.2,22,0,1,0
"2009-04-12-NorfolkIsland",18.5,23.6,0,6,46,9,6,24,30,52,62,1027.3,1024.9,20.9,21.4,0,1,0
"2009-04-13-NorfolkIsland",19.6,23.6,0,7,48,6,6,28,24,78,75,1025.9,1023.1,21.6,22.5,0,1,0
"2009-04-14-NorfolkIsland",19.2,24.4,0.6,7,50,7,7,30,31,64,61,1024.9,1022.7,22.1,22.9,0,1,0
"2009-04-15-NorfolkIsland",19,23.9,0.6,7,59,7,5,31,35,76,70,1021,1017.9,22,21.9,0,1,0
"2009-04-16-NorfolkIsland",20.2,23.7,0,5,54,5,5,31,33,65,78,1014.6,1011.1,21.9,22,0,0,1
"2009-04-17-NorfolkIsland",19,22.4,5.8,7,63,4,5,30,22,82,91,1009.8,1007.9,20.6,20.8,1,0,1
"2009-04-18-NorfolkIsland",19.4,22.1,25.8,5,48,7,7,31,24,93,92,1008,1005.9,21,21.3,1,0,1
"2009-04-19-NorfolkIsland",18.7,22.5,17.2,15,35,16,15,17,24,89,75,1003.4,1001.7,20.5,21.8,1,1,0
"2009-04-20-NorfolkIsland",18.2,24,0,15,57,12,13,24,15,76,79,1005.4,1004.6,22,22.7,0,0,1
"2009-04-21-NorfolkIsland",17.2,23.6,10.8,6,30,6,5,9,17,89,83,1010.7,1009.1,21,22.6,1,1,0
"2009-04-22-NorfolkIsland",19.7,24.2,0,4,72,4,4,24,28,79,63,1011.5,1008.2,22.3,22.9,0,0,1
"2009-04-23-NorfolkIsland",20.5,24.1,16.2,4,63,3,1,24,22,78,73,1006.2,1005.9,22.7,23.3,1,0,1
"2009-04-24-NorfolkIsland",19.7,23.4,1.2,12,35,12,12,19,22,75,60,1011.6,1011.1,22.1,22.7,1,1,0
"2009-04-25-NorfolkIsland",18.8,23.4,0,13,30,12,13,13,22,59,54,1015,1014,21.6,22.1,0,1,0
"2009-04-26-NorfolkIsland",15.4,23.6,0,7,19,5,15,4,9,66,54,1018.2,1016.3,21.5,22.9,0,1,0
"2009-04-27-NorfolkIsland",14.8,23,0,5,26,5,4,13,15,60,58,1019.3,1017.4,20.9,22.1,0,1,0
"2009-04-29-NorfolkIsland",15.7,23,0,14,26,16,14,6,9,82,79,1018.2,1016,20.7,21.4,0,1,0
"2009-04-30-NorfolkIsland",17.5,22.4,0,6,26,8,9,13,13,67,65,1017.4,1015,20.6,21.4,0,1,0
"2009-05-01-NorfolkIsland",16.7,20.8,0.4,14,44,7,13,6,20,84,70,1014.7,1011.9,20,20.3,0,0,1
"2009-05-02-NorfolkIsland",16.4,20.3,11.4,11,61,11,11,26,26,68,55,1017.2,1016.2,18.3,19.2,1,1,0
"2009-05-03-NorfolkIsland",15.9,20.4,0,11,37,10,11,20,20,54,49,1019.7,1017.5,18.6,19.8,0,1,0
"2009-05-04-NorfolkIsland",16.2,20,0.2,11,43,16,11,24,22,58,55,1019.2,1018.2,17.9,18.3,0,1,0
"2009-05-05-NorfolkIsland",16,20.4,0,16,31,11,16,13,20,60,54,1021.1,1018.8,18.3,19.6,0,1,0
"2009-05-06-NorfolkIsland",15.9,20.1,0,16,46,13,11,17,22,64,68,1020.2,1017.9,19.2,18.3,0,0,1
"2009-05-07-NorfolkIsland",14.5,20.3,2.6,14,39,11,14,17,19,70,58,1020.2,1017.9,17.6,18.5,1,1,0
"2009-05-08-NorfolkIsland",16.4,20.9,0,14,69,15,15,35,37,59,60,1014.8,1010.4,19.4,19.9,0,0,1
"2009-05-09-NorfolkIsland",15.7,19.5,2.6,16,56,16,14,30,22,48,64,1012.6,1010.6,18.5,18.5,1,1,0
"2009-05-10-NorfolkIsland",16,20.7,0.2,14,65,15,14,31,30,68,70,1008.1,1006.4,19.1,18.4,0,0,1
"2009-05-11-NorfolkIsland",14.5,19.1,2,14,65,13,14,35,43,62,60,1010.2,1008.4,16.8,17.8,1,1,0
"2009-05-12-NorfolkIsland",15,19.6,0.4,14,56,13,13,30,28,58,55,1012.9,1011.1,17.9,19.2,0,0,1
"2009-05-13-NorfolkIsland",14.7,20.2,2.8,15,39,16,15,6,19,72,59,1013.5,1012.4,18.1,18.9,1,1,0
"2009-05-14-NorfolkIsland",15,20.6,0.2,15,31,15,13,19,19,61,57,1015.7,1014.3,18.8,19.6,0,1,0
"2009-05-15-NorfolkIsland",16,21.6,0,15,26,15,2,13,13,71,62,1018.3,1016.5,19.7,21.5,0,1,0
"2009-05-16-NorfolkIsland",15.3,21.7,0,5,37,7,5,11,26,72,70,1018.2,1015,19.7,20,0,0,1
"2009-05-17-NorfolkIsland",16.6,21.4,3.6,3,28,10,11,11,19,86,78,1014.6,1012.6,19.9,20.4,1,1,0
"2009-05-18-NorfolkIsland",17.2,20.5,0.6,10,41,11,11,28,24,71,57,1015.6,1014.1,18.5,19.7,0,1,0
"2009-05-19-NorfolkIsland",16.1,18.8,0,11,46,10,8,26,22,54,55,1018.4,1016.6,17.1,17.1,0,1,0
"2009-05-20-NorfolkIsland",14.7,19.2,0.2,9,46,8,11,17,22,55,71,1019.6,1017.6,17,17.1,0,0,1
"2009-05-21-NorfolkIsland",14.6,18.9,5.6,6,50,6,6,28,28,56,51,1021.8,1020.3,17.6,17.4,1,1,0
"2009-05-22-NorfolkIsland",16.1,18,0,6,54,6,6,30,28,65,65,1022.2,1019.8,17.5,17.8,0,1,0
"2009-05-23-NorfolkIsland",16.7,17.9,0,6,54,9,6,30,30,67,66,1018,1014.3,17.5,17,0,1,0
"2009-05-24-NorfolkIsland",16.3,18.5,0,9,52,9,8,30,24,63,57,1012.5,1011.5,17.2,17.2,0,1,0
"2009-05-25-NorfolkIsland",15,18.8,0,16,63,11,16,26,20,62,56,1013.5,1011.4,16.6,17.8,0,0,1
"2009-05-26-NorfolkIsland",15,18.9,1.2,16,52,16,16,24,31,66,59,1012.5,1012.1,16.8,18.2,1,1,0
"2009-05-27-NorfolkIsland",15,20.2,0.2,11,39,11,11,24,22,69,72,1016.1,1015.3,17.9,18.4,0,1,0
"2009-05-28-NorfolkIsland",15.5,19.4,0.6,9,24,9,8,11,13,68,59,1019.8,1018.1,18.5,18.8,0,0,1
"2009-05-30-NorfolkIsland",13.5,20.4,1.4,13,48,12,15,7,26,90,67,1016.8,1013.9,17,19.4,1,1,0
"2009-05-31-NorfolkIsland",16.5,18.7,0.2,14,65,14,11,39,35,54,70,1016,1016.7,17.7,17.4,0,1,0
"2009-06-01-NorfolkIsland",14.5,18,0.4,11,52,10,9,24,26,56,61,1023.2,1023.1,16.8,16,0,0,1
"2009-06-02-NorfolkIsland",13,17.9,2.4,8,39,6,9,19,19,87,72,1028.8,1026.8,13.9,16.2,1,1,0
"2009-06-03-NorfolkIsland",13.6,18.7,0.4,5,44,6,6,22,19,64,76,1028.5,1025.3,17.6,16.5,0,0,1
"2009-06-04-NorfolkIsland",13.8,19.6,8.2,6,41,6,6,24,20,64,65,1025.3,1021.3,17.7,17.9,1,1,0
"2009-06-05-NorfolkIsland",14.5,19.5,1,6,41,9,6,22,26,66,65,1021,1018.6,17.7,17.4,0,1,0
"2009-06-06-NorfolkIsland",14.9,19.1,0,7,54,7,6,28,31,72,90,1017.3,1012.6,17.5,16.6,0,0,1
"2009-06-07-NorfolkIsland",16.1,21.1,43,5,50,5,4,20,20,89,87,1013.3,1009.9,18.9,19.5,1,0,1
"2009-06-08-NorfolkIsland",17.6,20.7,14.4,13,48,13,13,28,24,73,71,1012.1,1012.1,19,20.2,1,1,0
"2009-06-10-NorfolkIsland",16.9,20.5,0,2,39,2,2,11,11,87,75,1016.7,1015.4,19.7,19.3,0,1,0
"2009-06-11-NorfolkIsland",17.3,21,1,12,28,2,15,7,13,80,73,1017.6,1015.2,19.3,19.5,0,1,0
"2009-06-12-NorfolkIsland",15.3,19.9,0.2,15,63,15,12,20,30,68,60,1015.5,1012.6,18.1,18.6,0,1,0
"2009-06-13-NorfolkIsland",15.6,19.1,0.4,15,56,13,15,35,30,54,62,1015.6,1015.2,17.9,17.9,0,0,1
"2009-06-15-NorfolkIsland",13.3,19.2,1.2,15,30,12,12,15,15,59,50,1017.9,1015,17.2,18.5,1,1,0
"2009-06-16-NorfolkIsland",14.6,20.6,0,12,44,12,14,20,15,69,75,1015.1,1013.1,18.5,17.2,0,1,0
"2009-06-17-NorfolkIsland",14.1,19.3,1,9,41,10,9,11,20,80,79,1017.5,1016.1,17.2,16.6,0,1,0
"2009-06-18-NorfolkIsland",14.5,17.4,0,8,43,8,8,22,22,59,60,1022.3,1021.1,16.1,15.6,0,1,0
"2009-06-19-NorfolkIsland",14,17.9,0,6,46,9,9,24,20,64,59,1025.5,1023.1,15.4,16.8,0,1,0
"2009-06-20-NorfolkIsland",14.9,17.5,0,6,50,6,9,24,26,47,50,1025.8,1023.1,16.2,16.3,0,1,0
"2009-06-21-NorfolkIsland",13.6,18.2,1,9,50,9,9,28,24,57,50,1026.1,1023.9,16,17.3,0,1,0
"2009-06-22-NorfolkIsland",14.4,18.5,0,9,46,6,9,24,22,71,55,1026.6,1025.1,14.8,17.3,0,1,0
"2009-06-23-NorfolkIsland",14.3,18.2,0,6,37,6,9,24,20,51,54,1027.6,1025.4,16.3,16.7,0,1,0
"2009-06-24-NorfolkIsland",14.1,18.6,0,6,43,7,7,26,26,59,59,1026.1,1023.3,16.1,17.1,0,1,0
"2009-06-25-NorfolkIsland",16,20.3,0,5,48,5,4,20,19,58,73,1023.2,1020.2,18,19.1,0,1,0
"2009-06-26-NorfolkIsland",17.8,20.5,0,4,44,4,4,20,24,88,93,1018.1,1015.1,19,18.9,0,0,1
"2009-06-27-NorfolkIsland",17.8,20.5,7.4,1,63,4,4,24,24,91,90,1012.8,1008.2,18.6,19.4,1,0,1
"2009-06-28-NorfolkIsland",17.3,19.9,16.6,12,81,1,12,35,41,62,70,999.2,996.1,19.3,19.3,1,0,1
"2009-06-29-NorfolkIsland",15.9,18.7,10.6,15,78,13,13,39,17,77,95,1003.4,1004.8,17.3,17,1,0,1
"2009-06-30-NorfolkIsland",14.7,18.7,1.8,13,30,15,14,15,17,76,65,1014.5,1013.3,16.5,18.6,1,1,0
"2009-07-02-NorfolkIsland",13.9,19.8,0,2,48,1,2,17,24,69,68,1015.3,1011.1,17.5,19.4,0,1,0
"2009-07-03-NorfolkIsland",17.5,19.6,0.6,2,54,2,12,28,28,86,68,1004.9,1002.2,18.5,18.7,0,0,1
"2009-07-04-NorfolkIsland",13.9,18.6,14.2,15,83,12,15,24,48,89,59,1002.5,1001.6,15.5,18.2,1,0,1
"2009-07-05-NorfolkIsland",13.8,18.9,5.6,15,72,15,15,39,43,81,63,1009.5,1008.3,16.1,18.3,1,0,1
"2009-07-06-NorfolkIsland",15.2,18.8,1.4,15,57,14,14,26,20,65,58,1015.7,1016.3,17.5,18.4,1,1,0
"2009-07-07-NorfolkIsland",12.9,18.5,0,14,26,6,16,4,7,68,68,1021.1,1020.1,18.2,17.8,0,0,1
"2009-07-09-NorfolkIsland",14.6,17.6,12.4,9,43,8,8,24,22,90,85,1019.3,1017.4,15.4,16,1,0,1
"2009-07-10-NorfolkIsland",14.7,19.3,4.6,6,80,9,6,28,35,96,94,1012.8,1004.5,16.1,17.2,1,0,1
"2009-07-11-NorfolkIsland",15.9,19.7,34.4,14,81,5,14,30,28,95,96,980.5,979,17.4,18.5,1,0,1
"2009-07-12-NorfolkIsland",13.6,17.1,8.8,14,91,16,16,44,35,74,68,1001.7,1004.8,15.7,16.5,1,1,0
"2009-07-13-NorfolkIsland",14.4,17.1,0.4,16,41,16,10,17,15,60,66,1014.3,1013.4,15.5,16.6,0,1,0
"2009-07-14-NorfolkIsland",11.9,19.9,0,12,46,2,2,13,20,53,54,1016,1013.8,16.8,18.7,0,1,0
"2009-07-15-NorfolkIsland",16.2,20.6,0,2,46,2,2,20,24,74,68,1015.3,1013.2,18.9,20,0,0,1
"2009-07-16-NorfolkIsland",13.3,18.3,2.2,1,57,9,6,19,13,81,90,1015.2,1012.4,14.7,16.4,1,0,1
"2009-07-17-NorfolkIsland",14.7,18.5,15.2,1,57,12,15,26,24,73,64,1008.6,1004.6,17.4,17.9,1,0,1
"2009-07-18-NorfolkIsland",13.4,18.1,1.4,15,65,14,14,28,26,62,55,1013.2,1014.3,15.9,17.2,1,1,0
"2009-07-19-NorfolkIsland",13.9,18.1,0.2,14,39,14,13,13,15,51,48,1022.7,1021.7,16,17.3,0,1,0
"2009-07-20-NorfolkIsland",11.3,18.1,1,14,30,14,16,15,20,62,50,1025.4,1023.5,15.7,17.3,0,0,1
"2009-07-21-NorfolkIsland",12.2,17.7,6,16,26,16,10,11,11,69,62,1027.5,1024.3,16.4,16.9,1,1,0
"2009-07-22-NorfolkIsland",11.8,19.2,0,15,33,3,15,7,22,60,48,1024.7,1022.2,16,18.1,0,1,0
"2009-07-23-NorfolkIsland",14.3,19.1,0,2,46,2,12,20,30,54,64,1021.4,1017.6,17.3,18.1,0,1,0
"2009-07-24-NorfolkIsland",16.4,18.9,0,16,56,2,14,19,17,83,84,1014.5,1013.7,18.4,13.5,0,0,1
"2009-07-25-NorfolkIsland",12,16.5,8.2,11,46,8,10,20,22,51,44,1018.9,1018.3,14.4,15.7,1,1,0
"2009-07-26-NorfolkIsland",12.4,17,0,10,39,8,8,15,15,53,55,1022.4,1020.8,15.4,15.7,0,1,0
"2009-07-27-NorfolkIsland",10.4,17.3,0,5,30,9,5,7,9,58,59,1021.3,1019.2,14,15.1,0,0,1
"2009-07-28-NorfolkIsland",13.9,19.2,4.2,15,61,1,15,17,24,78,86,1017.1,1015.3,17.2,16,1,1,0
"2009-07-30-NorfolkIsland",13.5,17.7,0,11,30,11,10,15,17,63,61,1022.4,1020.5,16.5,16.9,0,1,0
"2009-07-31-NorfolkIsland",12,17.8,0,5,28,6,5,7,17,75,58,1023.2,1020.8,15.1,16.7,0,1,0
"2009-08-01-NorfolkIsland",11.3,18.4,0,13,19,7,13,2,11,70,61,1022,1019.6,17.5,18,0,1,0
